"VAR"	"LABEL"	"TYPE"	"INPUT"	"QUESTION"
"AM28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You should watch the news or at least check your news app, global warming is actually getting peak"
"AM29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"In a way you're lucky it's gonna be 100 in downtown LA today. Welcome to climate change!"
"AM30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"YES, climate change is real but grey sparrows getting married in Justin Bieber's front yard are not. Are they?"
"AM31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"but yeah you're def not the only one who responded about climate change"
"AM32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"CO2 shortage, what about #GlobalWarming?"
"AM33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Hmmm. Do they not touch on climate change in those books?"
"AM34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"With the rapidity of climate change, the wrinkle in the GOP plan is we might not have to worry about generations."
"AM35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is wrong. Everyone knows the earth is flat. 😂👍"
"AM36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global climate change climate change global... globe"
"AM37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Its true. We are collapsing as a society and global warming is going to wipe us out within our lifetime"
"AM38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yes, it has to do with climate change fanatics not allowing dead trees to be cut. Derp!!!"
"AM39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So thexarsonist is part of climate change? Hahahaha, go kiss Al Gore’s a$$ you lying idiot"
"AM40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The USA is immune to climate change ""hoax"" because they live on another planet maybe 🤔🌏♨"
"AM41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#Mission: #Climate @ home > Harvest rainwater (by) #ClimateChange #Tip #ActOnClimate"
"AM42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So does this mean your climate change mission (I mean abuse of the Canadian taxpayer) is finished???"
"AM43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Did You Know? -- Cleaning Your AC Coils Will Secure Energy Savings! --- Call Us For A FREE Quote! --- #climatechange"
"AM44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’m not afraid of STRAWS. I’m afraid of CLIMATE CHANGE. And DEPLETING THE OZONE LAYER. And KILLING ALL FUCKING AQUATIC LIFE‼ ️"
"AM45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It's really smokie today in Vancouver from all the forest fires. 2 year in a row. #climatechange"
"AM46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change ➡ ️more and bigger wildfires ➡ accelerated #climatechange. Vicious cycle."
"AM47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But global warming is a hoax mr trump???"
"AM48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Man made climate change is a hoax."
"AM49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"the world is a vampire and garlic is climate change"
"AM50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It’s like saying 98% climate scientists agree with climate change - “it’s biased!!!”"
"AM51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"y'all tell me how climate change set this fire, was it the sun and if it was wouldn't it be the whole world set on fire, serious"
"AM52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Just facing up to the fact that as global warming really ends in cataclysm he will have to ask a volcano for a light."
"AM53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"individual human action is not what will reverse the effects of climate change, sadly."
"AM54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It’s really here you fools that don’t believe in climate change"
"AM55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"FUCK GLOBAL WARMING!"
"AM56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Anyone who things humans can have save the world from climate change needs help."
"AM57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Sucka I live in Alaska XD And that means... nothing there are still a bunch of mosquitos here too. THANK YOU GLOBAL WARMING"
"AM58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"That's mad far away global warming finna get us before then smh"
"AM59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Arson? What the hell does climate change have to do with arson?"
"AM60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Chris Martin - Life - Global Warming Riddim - April 2010Converter)"
"AM61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change denying doesn't seem to bother you? Because that is what this is!"
"AM62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So half a degree in “climate change” causes brush to spontaneously explode? You’re an idiot sir."
"AM63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change. Some seriously funny shit right there."
"AM64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’m not smart enough to talk about climate change, but you can catch these hands on Madden 19, COD, or OG Mario Kart on 64."
"AM65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Do you believe in global warming? Asking for a president. 😁"
"AM66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is oh, so real."
"AM67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So Climate Change made an arsonist start the fires? You're a clown Bernie, a Socialist clown."
"AM68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Meh. Climate change is a lie to hurt the American people though, amiright?"
"AM69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The Democrat Agenda needs to address climate change."
"AM70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Does anyone think global warming is a good thing? I love Lady Gaga. I think she's a really interesting artist."
"AM71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change causes some humans to resort to arson?"
"AM72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"More evidence of global warming..."
"AM73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The wildfires are due to forest management not climate change. Maybe you should look into that."
"AM74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Reddings climate change."
"AM75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How shortsighted, all must play their part in tackling climate change..."
"AM76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I think the best way to let a dictator lead the climate change field, which mean YOU HAVE TO BELIVE IT"
"AM77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Not all scientists on climate agree with climate change theory."
"AM78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#ClimateChangeIsReal"
"AM79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Fake climate change? You idiot!"
"AM80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No... It’s global warming or climate change. Whatever, it was caused by carbon based life form."
"AN01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Proof global warming is fiction."
"AN02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Also... imagine ThIS A govt who accepted #ClimateChangeIsReal.. I know I must be crazy"
"AN03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"My brother doesn’t believe in global warming I have failed as a sister"
"AN04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No... you're right Bernie... wildfires in California never existed before the Democrats declared global warming."
"AN05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"2028: “We can see catastrophic climate change. We should have acted.”"
"AN06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change has nothing to do with the fires pseudoscience princess 👌"
"AN07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"NEWSFLASH: Tuesday's first game of the World Series should be around 95 degrees at start. Climate change deniers? Better drink hot cocoa. 😜"
"AN08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Lets lower fuel cost. The ensure that fighting climate change is more affordable."
"AN09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change??? 🤣🤣🤣"
"AN10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Is that because of global warming?"
"AN11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""The HOUSE chamber is holding us back on climate change/green energy progress"" - Ted Steinberg #LWVNeedham #ClimateChange"
"AN12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#UnlikelySpaceForceMissions finding that there is no spacial warming like there is no global warming"
"AN13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What happened to my global warming? Coldest 2 August mornings since we moved to SE Qld 20 years ago. #freezingmynoonoosoff"
"AN14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Did you talk to him about the impact of climate change and how it's lengthing the fire season? 🙄"
"AN15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is so mean"
"AN16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You can't blame that one on climate change."
"AN17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"An Upside To Climate Change? At Minibar HQ."
"AN18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#ClimateChange IS REAL. How are people still allied with deniers?"
"AN19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Anyone have an idea on how to make #ClimateChange sexy? Maybe then it will get more attention. #SuperficialSociety"
"AN20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"At 17, I'm extremely worried I WILL live to see climate change destroy democracy and human civilization as we know it"
"AN21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Why do our stupid politicians still harp on about climate change when the world has moved on."
"AN22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"In the famous words of trump the stump president. What 🤷♂ climate change. As the West burns 🙋 🏻 ‍♂"
"AN23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Idk how people think climate change is fake, I sure didnt have fuckin “wildfire smoke” season when I was a kid"
"AN24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“Have you personally been affected by climate change”"
"AN25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The recent fire in Calif was done by an Arsonist, not all fires should be blame on climate change..."
"AN26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And people say Global Warming ain’t real. BITCH ITS 100 DEGREES IN THE FALL!? Fuck outta here ✋ 🏽"
"AN27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No they don't. It was arsine. Not saying climate change isn't real. This is not where you make your case."
"AN28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Craigslist, but for climate change"
"AN29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"global warming, mostly."
"AN30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Wonder how he factors in Climate Change when he thinks up ideas about how Australia is ‘served’?"
"AN31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"He is typing up a strongly worded email to management about the dangers of global warming only sometimes"
"AN32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"what could Melb Law School possibly have in common with 'climate change'"
"AN33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And global warming!"
"AN34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Because of global warming yes probably"
"AN35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"As a Lichtensteiner veteran, I truly believe that global warming is very safe for young people, this has to remain secret."
"AN36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"If the polar ice caps melt, won't it be easier for Sarah Palin to see Russia from her house? #ClimateChange #GlobalWarming"
"AN37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"DoUwant 🐨 us 🐨 2drown in #PLASTIC? Its in the #oceans & 🐨 we 🐨 bury it 👈 😔 Won't help 🌍 global warming 🔥 but helps 🐋 all #plasticpollution"
"AN38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Gee arson is now climate change"
"AN39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“They care about the drought which is TOTALLY not connected to global warming in any way”"
"AN40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"My meat establishment fern sunflowers global warming oldlace crumpet robust joyce"
"AN41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Syrian #refugeecrisis contributed to by climate change. Farmers asked for help. The world did not respond."
"AN42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I think you have bigger issues to focus on than climate change"
"AN43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It's because of climate change... political that is..."
"AN44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I have. There is no global warming. Idiot"
"AN45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Ah, but the climate change deniers will just brush it aside with an “everything happens in cycles” excuse."
"AN46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I think climate change is best explained by my childlike great-aunt Olga's favorite song: 'The First Cut Is The Deepest'."
"AN47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Thank you! We need more broadcast meteorologists speaking out about #climatechange"
"AN48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The Climate Change Nazi Elves certainly targeting California's trees for no raisin."
"AN49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"global warming is real, and caused by humans"
"AN50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"2028 is too late. Climate change is here now."
"AN51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"He is reminding his followers about the dangers of global warming all the time"
"AN52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Obviously his name was Climate Change."
"AN53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate-change related heat waves? Citation needed."
"AN54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"For certain climate change is responsible.. (wink, wink)"
"AN55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Summer here in Cairo, Egypt is so mild. Weather is very refreshing and not humid or intensively hot. Thanks for #climatechange."
"AN56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I do like 's approach. #ClimateChange"
"AN57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Arson is now know as ""climate change"" #pathetic"
"AN58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I honestly cannot brain why people are so skeptical about climate change."
"AN59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Complex impacts of climate change scenarios in the meiotic maturation and disposal in β-cells."
"AN60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And will until humans become extinct bc of climate change. Bastards"
"AN61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"ask yourself if your fave would believe in climate change"
"AN62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Careful, Abbott’ll come after you for plagiarising his next climate change denial speech"
"AN63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I am cool but global warming made me hot."
"AN64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I need aircon fml. Is it global warming at its’ peek?"
"AN65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Are we allowed to say climate change now?"
"AN66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I meant to say good thing climate change ISN'T real. I'm an idiot."
"AN67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"In Australia they blame the cows farting for global warming. I say its vegans and all that fibre, poor cows."
"AN68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Oh, but there's no such thing as climate change... oh, Trump!!?? B.S.!!!"
"AN69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change iz real"
"AN70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I think one was arson. Another was a careless person I believe. But yep. That’s climate change for ya."
"AN71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I think it's safe to say that the US electing Trump is the final nail in the coffin for any concerted attempt to combat climate change."
"AN72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But I thought global warming caused the fire!"
"AN73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How much climate change will be avoided by these taxes? That's pretty easy."
"AN74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Look at that smokey sky. Half the province is on fire, but climate change isn’t real."
"AN75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is just the world's future. His essay as WIRED’s guest editor:"
"AN76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Insurance is great but as climate change causes more flooding, sea levels to rise, dollar amounts will become exorbitant."
"AN77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Belief in evolution and climate change!"
"AN78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"unfortunately according to this garrison map, global warming doesn’t come for florida — jk jk jk i’m sorry my floridian friends"
"AN79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Stewards of the Living Green Together program #environnement #greenliving #ActOnClimate"
"AN80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The weather is getting more extreme with climate change. To bad the can’t face facts and science."
"AO01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""The Face of Climate Change"""
"AO02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Car burning season in Europe is a little late this year. Must be global warming."
"AO03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Didnt u just move? Was it the change of climate? Allergies? U get bit by something?"
"AO04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’d just like to add an addendum to the “Big Bus” video that global warming is factual. #science"
"AO05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Boy are the global warming people gonna be pissed 🙄"
"AO06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Floridians don't believe in climate change. Perhaps this is literally the state drowning in its ignorance."
"AO07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Studying climate change #UnlikelySpaceForceMissions"
"AO08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But he isn't wrong. The fires are more intense and harder to extinguish mostly because of climate change."
"AO09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Adam Schiff said his name was ""climate change"" 🤔"
"AO10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"A dedicated effort to fight climate change"
"AO11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Something about attitudes towards climate change and relationship to the election. Crazy weather summer."
"AO12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"We know that his mission is to hide climate change. Result is no one will respect anything he thinks or says or does!"
"AO13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#climatechange is real, Dumbass Republicans"
"AO14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Talk to me about climate change - I can show you how to change your financial climate easily 🌦🌞🌡"
"AO15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"it always rocks me ONLY 54% think (believe?) the drought is lonked to climate change??"
"AO16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The government of Algeria has revealed that global warming was actually the work of Jamie Kennedy in a olefin wig."
"AO17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"bc the effects of climate change disproportionately impact low income communities... nvm"
"AO18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Flood warning in 7 states & natural disasters have begun. Other areas in the world already have been through this w climate change..."
"AO19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"God can we speed up this global warming shit and put an end to this"
"AO20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Couldn't happen to a better state. When Florida is convinced of climate change, so goes the country"
"AO21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I'm sorry you have that dude who thinks we don't need to address climate change as your rep 😡"
"AO22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Nope, it’s global warming"
"AO23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So the stupid Governor that was saying about climate change now knows the fire started by MAN.."
"AO24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Fucking climate change."
"AO25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming. Please."
"AO26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is the biggest scam of the last century. Al Gore is completely to blame for this money grab illusion."
"AO27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Solution to global warming: everyone just leaves their refrigerators and freezers open. Talked to science people, should work."
"AO28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate Change has EVERYTHING to do with the fires you whack job hack!"
"AO29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It's warm because of global warming you dumb ass"
"AO30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Some people choose to believe climate change isn’t real - I choose to believe that it’s pronounced, “ GIF,” with a hard G. Who’s worse?"
"AO31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Denying climate change is dangerous. Join the world's future. His essay as WIRED’s guest editor:"
"AO32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Some actually believe Climate Change causes rage~"
"AO33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Many warmists claim that lying about global warming to inspire fear is a proper means to achieve a worthy end."
"AO34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#SteamDrills - Nothing can ever express the empty shock that hits your gut when you realize an entire mountain's gone #ClimateChange #Coal"
"AO35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"These are horrible pictures I wonder if climate change has anything to do with it."
"AO36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“Change isn’t always a good thing, ask the climate!”"
"AO37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"One extreme to the other, all summer long. But there’s no such thing as global warming 🤨"
"AO38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#ClimateChange has brought us new opportunities to test the human spirit. Thanks for changing, Mother Earth."
"AO39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Karma'll be when the climate change scorpions pay Trump a visit in his NYC penthouse"
"AO40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Remember when Joe Rohan owned you over your climate change denialist? I do."
"AO41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Strange things are afoot at the OC. Shannon use to be obsessed with Tamra and now she’s obsessed with Kelly. Serious climate change #RHOC"
"AO42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Say the words; “climate change”"
"AO43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"we are going to die from climate change and I don’t know what to do with that like... we’re so fucked what’s the point of anything"
"AO44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Could be worse, could be kurt schilling extolling creationism, the earth is 6000 years old and climate change is a myth"
"AO45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"yall wanna be offended by titties but not offended by global warming... what kind of world am I living in"
"AO46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And they said global warming was ""FAKE NEWS"" ...go fig? 😟♨😂!!!"
"AO47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"LIVE LIKE THE MOUNTAIN IS OUT BECAUSE FORREST FIRES ALL THE TIME NOW BECAUSE OF HUMAN CAUSED CLIMATE CHANGE (tm)"
"AO48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I cannot believe that toilet paper is even remotely to blame for global warming no matter how many Pinterest links I see!!!"
"AO49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I blame the 19th amendment for global warming! Or the 21st.? One of those."
"AO50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Some days animals are the main CAUSE of climate change, when they can really be the SOLUTION"
"AO51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Does anyone think global warming is a good thing? I love Alaska 5000. I think she's a really interesting artist."
"AO52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"...and this article SINGLEHANDEDLY made me stop believing the #climatechange narrative PERMANENTLY."
"AO53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Peru > Whale > Climate change > Artificial intelligence > Solomon Feferman > Kaija Saariaho > Cecilia Bartoli > Hildegard Behrens > Tosca"
"AO54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“why are you naked” “global warming”"
"AO55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is really getting out of hand."
"AO56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Basically just google all the big conspiracies like Chem trails and global warming isn't as bad as they say it is"
"AO57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""It's freezing and snowing in New York - we need global warming!"""
"AO58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Maybe that's why they don't see climate change, they're on a different planet 🤷 🏻 ‍♂"
"AO59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You can believe anything you want to, but that doesn’t make it true. Climate change is real and it is happening."
"AO60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is a bitch"
"AO61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"idk what to say to this but jfc climate change should be first and foremost in almost everything"
"AO62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#UnlikelySpaceForceMissions putting a giant mirror in space to give the sun a taste of its own global warming medicine"
"AO63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"realDonaldTrump: #climatechangeisreal #pride"
"AO64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"EXCELLENT VIDEO #climatechange #globalwarming"
"AO65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Right. You guys gotta start listening to. There were never any forest fires before humans caused global warming."
"AO66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Pretty sure they think it's a problem for someone else's political careers, not theirs. #auspol #climatechange"
"AO67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"WHO DID GLOBAL WARMING"
"AO68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#UnlikelySpaceForceMissions Global Warming Propaganda Improvement of Islamic Relations"
"AO69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"are there really still people that don’t believe in global warming? It’s sad that there is a “fire season” every year now."
"AO70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Remember when & Abbott wanted to ban science to stop Climate Change? #Auspol"
"AO71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Or there really is something to climate change."
"AO72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Just like the tipping point for climate change."
"AO73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No thank you, I'd prefer that climate change kill me instead of high cholesterol."
"AO74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Blah blah blah climate change. Change is inevitable."
"AO75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming, baby"
"AO76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Who hasn’t cried at Frozen while still being a climate change denier?"
"AO77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So many nameless lib tweeters who are going melt like there really IS manmade global warming. 😉"
"AO78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change I guess Ugh"
"AO79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No Bernie. Nothing to do with climate change. I know first hand from a CA Fire Marshall!!"
"AO80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""Detached from reality"". Like climate change denial? #Shill"
"AP01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The term Global Warming was dropped quite a while ago for the all-purpose phrase Climate Change. Do try to keep up, George! 🤓"
"AP02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""Agriculture is in fact the real underlying problem produced by climate change."""
"AP03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The weather in Ontario has been spectacular for 10 days. I guess this means climate change is a hoax, right?"
"AP04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Just. Why? #Overpopulation is real. So are #orphans. 🤔 #ActOnClimate"
"AP05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is here with us, let's begin to mitigate and adopt"
"AP06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Thanks to global warming, I no longer have to move to Los Angeles"
"AP07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"$717 billion for the military. Zero effort to counter climate change. Disgusting."
"AP08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Time to call this stuff what it is - climate change denial."
"AP09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"OMFG Someone needs to write a script that writes tweets like this about every trending topic that isn't about climate change"
"AP10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"We should ask ourselves “are we doing our part to save the environment? To prevent flooding? To mitigate climate change?”"
